AdjustBalance - HappyPath,BaaS_CoreAPI Service,1410875,Run TestCase - Generate PSTINT and Verify PSTINT Mapping,https://gdcqatestrail01/testrail/index.php?/tests/view/177233790,https://gdcqatestrail01.nextestate.com:448/108/1410875/201506342-2024-06-29-20-34-54--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410875/201506342-2024-06-29-20-34-54--response.txt
UpdateExternalBankAccountStatus - Sent,BaaS_Partner Service,1410881,Run TestCase - Update BankAccount Status - Deleted,https://gdcqatestrail01/testrail/index.php?/tests/view/177234121,https://gdcqatestrail01.nextestate.com:448/108/1410881/201255923-2024-06-30-05-25-33--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201255923-2024-06-30-05-25-33--response.txt
UpdateExternalBankAccountStatus - ActiveToDeleted,BaaS_Partner Service,1410881,Run TestCase - CreatePublicTokenAndGetExternalAccount,https://gdcqatestrail01/testrail/index.php?/tests/view/177234119,https://gdcqatestrail01.nextestate.com:448/108/1410881/201255921-2024-06-30-05-24-57--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201255921-2024-06-30-05-24-57--response.txt
UpdateExternalBankAccountStatus - AccountNotFound - 239,BaaS_Partner Service,1410881,Run TestCase - Enrollments,https://gdcqatestrail01/testrail/index.php?/tests/view/177234039,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254615-2024-06-30-05-24-40--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254615-2024-06-30-05-24-40--response.txt
Transfers - Purse to Purse - SpecialChar,BaaS_Partner Service,1410881,Run TestCase - Transfer - Saving to Primary,https://gdcqatestrail01/testrail/index.php?/tests/view/177234036,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254571-2024-06-30-05-24-14--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254571-2024-06-30-05-24-14--response.txt
Transfers - Purse to Purse,BaaS_Partner Service,1410881,Run TestCase - Enrollments,https://gdcqatestrail01/testrail/index.php?/tests/view/177234032,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254567-2024-06-30-05-21-59--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254567-2024-06-30-05-21-59--response.txt
Transfers - Purse to Purse,BaaS_Partner Service,1410881,Run TestCase - Enrollments,https://gdcqatestrail01/testrail/index.php?/tests/view/177234032,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254567-2024-06-30-05-21-35--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254567-2024-06-30-05-21-35--response.txt
Transfers - Purse to Purse - NegativeBalance,BaaS_Partner Service,1410881,Run TestCase - CheckEmailNotification-BankLink,https://gdcqatestrail01/testrail/index.php?/tests/view/177234037,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254584-2024-06-30-05-20-56--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254584-2024-06-30-05-20-56--response.txt
Transfers - Purse to Purse - NegativeBalance,BaaS_Partner Service,1410881,Run TestCase - Enrollments,https://gdcqatestrail01/testrail/index.php?/tests/view/177234037,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254584-2024-06-30-05-19-14--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254584-2024-06-30-05-19-14--response.txt
Transfers - Purse to Purse - ReachGoalAmount - TransferBackAgain,BaaS_Partner Service,1410881,Run TestCase - TransferIn - PrimaryToPurse,https://gdcqatestrail01/testrail/index.php?/tests/view/177234035,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254570-2024-06-30-05-19-00--request.txt,https://gdcqatestrail01.nextestate.com:448/108/1410881/201254570-2024-06-30-05-19-00--response.txt
